#soft_core=0.95
#duplication_margin=0.05
organism	nb_families	nb_persistent_families	nb_shell_families	nb_cloud_families	nb_exact_core	nb_soft_core	nb_genes	nb_persistent_genes	nb_shell_genes	nb_cloud_genes	nb_exact_core_genes	nb_soft_core_genes	completeness	nb_single_copy_markers
XieH_2016__YSZC12003_36055__bin.18	4159	3469	504	186	0	65	4208	3503	515	190	0	68	93.21	3378
XieH_2016__YSZC12003_36453__bin.91	3883	3262	504	117	0	65	3917	3281	518	118	0	67	87.42	3168
XieH_2016__YSZC12003_36522__bin.64	3796	3260	396	140	0	65	3844	3287	416	141	0	67	87.58	3174
XieH_2016__YSZC12003_36116__bin.57	4349	3575	570	204	0	65	4409	3615	585	209	0	67	96.16	3485
XieH_2016__YSZC12003_37126__bin.3	2972	2474	317	181	0	59	3029	2523	324	182	0	61	66.83	2422
XieH_2016__YSZC12003_37096__bin.10	3269	2848	340	81	0	65	3287	2861	343	83	0	66	76.82	2784
XieH_2016__YSZC12003_36697__bin.6	4239	3497	599	143	0	65	4281	3522	616	143	0	68	94.45	3423
XieH_2016__YSZC12003_36698__bin.12	4145	3438	335	372	0	62	4223	3499	347	377	0	64	92.33	3346
XieH_2016__YSZC12003_37102__bin.3	3796	3055	556	185	0	59	3869	3115	568	186	0	61	82.09	2975
XieH_2016__YSZC12003_36699__bin.33	4161	3429	591	141	0	65	4221	3473	606	142	0	68	92.77	3362
XieH_2016__YSZC12003_37173__bin.89	2678	2285	208	185	0	59	2756	2357	214	185	0	61	61.42	2226
XieH_2016__YSZC12003_37172__bin.69	3018	2631	345	42	0	65	3042	2642	358	42	0	66	71.22	2581
XieH_2016__YSZC12003_37189R1__bin.27	2347	1933	372	42	0	65	2371	1941	386	44	0	66	52.12	1889
XieH_2016__YSZC12003_37181R1__bin.51	2540	2343	172	25	0	64	2556	2357	173	26	0	66	63.25	2292
XieH_2016__YSZC12003_37171__bin.12	4441	3500	658	283	0	65	4478	3520	673	285	0	67	94.45	3423
XieH_2016__YSZC12003_37176__bin.40	4054	3617	338	99	0	65	4091	3639	352	100	0	68	97.19	3522
XieH_2016__YSZC12003_37196__bin.83	2932	2673	189	70	0	65	2949	2686	192	71	0	65	72.13	2614
XieH_2016__YSZC12003_37207R1__bin.41	2884	2549	267	68	0	65	2899	2559	268	72	0	65	68.6	2486
XieH_2016__YSZC12003_37193R1__bin.19	4415	3509	693	213	0	65	4435	3518	704	213	0	66	94.95	3441
XieH_2016__YSZC12003_37192R1__bin.4	4234	3422	545	267	0	65	4317	3487	562	268	0	68	92.0	3334
XieH_2016__YSZC12003_37264__bin.6	3040	2495	460	85	0	65	3072	2517	470	85	0	66	67.27	2438
XieH_2016__YSZC12003_37195__bin.57	4388	3529	569	290	0	65	4424	3547	585	292	0	67	95.28	3453
XieH_2016__YSZC12003_37198R1__bin.66	4216	3665	350	201	0	65	4264	3694	369	201	0	67	98.48	3569
XieH_2016__YSZC12003_37232__bin.75	3688	2972	575	141	0	65	3715	2986	588	141	0	67	79.8	2892
XieH_2016__YSZC12003_37304R1__bin.3	2576	2239	270	67	0	65	2586	2243	275	68	0	66	60.49	2192
XieH_2016__YSZC12003_37284__bin.16	3020	2452	498	70	0	65	3041	2464	507	70	0	66	66.17	2398
XieH_2016__YSZC12003_37309R1__bin.5	2994	2568	322	104	0	64	3033	2600	327	106	0	65	69.45	2517
XieH_2016__YSZC12003_37299R1__bin.49	3330	2822	436	72	0	65	3345	2832	441	72	0	66	76.19	2761
XieH_2016__YSZC12003_37314__bin.70	2842	2511	287	44	0	63	2867	2531	292	44	0	63	67.14	2433
XieH_2016__YSZC12003_37265R1__bin.20	4169	3411	593	165	0	65	4219	3427	627	165	0	65	91.61	3320
XieH_2016__YSZC12003_37315__bin.10	3343	2786	327	230	0	58	3423	2852	340	231	0	60	74.83	2712
XieH_2016__YSZC12003_37297R1__bin.20	4327	3519	617	191	0	65	4374	3540	643	191	0	67	94.54	3426
XieH_2016__YSZC12003_37544__bin.22	3615	3314	218	83	0	64	3632	3330	219	83	0	64	89.07	3228
XieH_2016__YSZC12003_37543__bin.23	3810	3331	326	153	0	65	3897	3411	332	154	0	66	89.62	3248
XieH_2016__YSZC12003_37798__bin.95	3640	3004	468	168	0	63	3691	3044	478	169	0	65	81.21	2943
YuJ_2015__SZAXPI003412-1__bin.64	2649	2169	291	189	0	57	2690	2207	294	189	0	58	58.66	2126
YuJ_2015__SZAXPI003416-4__bin.33	2607	2099	285	223	0	52	2649	2136	290	223	0	54	56.65	2053
XieH_2016__YSZC12003_37652__bin.55	4374	3616	610	148	0	65	4426	3641	637	148	0	67	97.16	3521
XieH_2016__YSZC12003_37830__bin.56	4228	3517	571	140	0	65	4267	3537	588	142	0	67	95.06	3445
YuJ_2015__SZAXPI003418-8__bin.37	2418	2057	273	88	0	65	2445	2072	284	89	0	66	55.49	2011
XieH_2016__YSZC12003_37829__bin.60	4263	3463	515	285	0	65	4341	3515	536	290	0	67	93.46	3387
YuJ_2015__SZAXPI003415-12__bin.39	3241	2710	397	134	0	65	3255	2721	399	135	0	66	73.07	2648
YuJ_2015__SZAXPI003425-1__bin.43	2107	1925	154	28	0	65	2127	1934	165	28	0	66	52.26	1894
YuJ_2015__SZAXPI003417-4__bin.13	2966	2708	174	84	0	65	2995	2733	176	86	0	66	73.04	2647
YuJ_2015__SZAXPI003414-3__bin.12	4038	3538	355	145	0	65	4105	3581	379	145	0	67	95.17	3449
YuJ_2015__SZAXPI003409-8__bin.3	4071	3557	371	143	0	65	4103	3583	375	145	0	67	95.64	3466
YuJ_2015__SZAXPI003432-12__bin.3	2292	1979	263	50	0	65	2307	1985	272	50	0	66	53.37	1934
YuJ_2015__SZAXPI003421-5__bin.17	3949	3347	260	342	0	64	3994	3378	271	345	0	66	90.29	3272
YuJ_2015__SZAXPI003433-7__bin.3	2635	2136	336	163	0	46	2662	2157	342	163	0	47	57.37	2079
YuJ_2015__SZAXPI003426-11__bin.14	4187	3629	432	126	0	65	4231	3656	448	127	0	67	97.46	3532
YuJ_2015__SZAXPI003427-1__bin.32	3928	3250	481	197	0	64	3962	3274	489	199	0	65	87.97	3188
YuJ_2015__SZAXPI015211-166__bin.5	2388	1939	203	246	0	57	2421	1969	206	246	0	57	52.65	1908
YuJ_2015__SZAXPI003436-7__bin.69	3462	3074	253	135	0	63	3506	3114	257	135	0	64	82.51	2990
YuJ_2015__SZAXPI015210-17__bin.7	3963	3550	362	51	0	65	4010	3588	371	51	0	67	95.5	3461
YuJ_2015__SZAXPI003434-7__bin.54	4105	3223	559	323	0	65	4189	3300	563	326	0	67	86.89	3149
YuJ_2015__SZAXPI015215-20__bin.78	3637	3202	312	123	0	65	3694	3254	317	123	0	68	86.01	3117
YuJ_2015__SZAXPI015214-19__bin.10	3953	3596	255	102	0	65	4025	3666	256	103	0	67	96.63	3502
YuJ_2015__SZAXPI015234-20__bin.42	2593	2379	182	32	0	33	2604	2389	183	32	0	34	63.66	2307
YuJ_2015__SZAXPI015222-123__bin.17	2944	2420	301	223	0	57	2987	2455	308	224	0	58	65.2	2363
YuJ_2015__SZAXPI015219-129__bin.3	4024	3567	413	44	0	65	4053	3588	421	44	0	67	95.83	3473
YuJ_2015__SZAXPI015227-13__bin.1	3633	3301	214	118	0	63	3696	3359	219	118	0	65	88.77	3217
YuJ_2015__SZAXPI015237-23__bin.39	2245	2079	158	8	0	65	2261	2090	163	8	0	66	56.1	2033
YuJ_2015__SZAXPI015242-30__bin.16	3044	2385	502	157	0	64	3064	2396	511	157	0	64	64.35	2332
YuJ_2015__SZAXPI015233-19__bin.60	4214	3476	407	331	0	64	4308	3562	410	336	0	69	93.24	3379
YuJ_2015__SZAXPI015244-32__bin.3	2775	2315	369	91	0	64	2804	2326	387	91	0	65	62.75	2274
YuJ_2015__SZAXPI015241-27__bin.29	3763	3517	202	44	0	65	3787	3537	205	45	0	67	94.65	3430
YuJ_2015__SZAXPI015248-36__bin.17	2560	2094	175	291	0	57	2637	2159	181	297	0	60	56.51	2048
YuJ_2015__SZAXPI015253-44__bin.36	4130	3580	480	70	0	65	4176	3611	495	70	0	68	96.16	3485
YuJ_2015__SZAXPI015261-75__bin.31	3867	3324	392	151	0	65	3943	3389	401	153	0	68	89.74	3252
YuJ_2015__SZAXPI017453-19__bin.12	2924	2541	251	132	0	65	2969	2562	275	132	0	65	68.1	2468
YuJ_2015__SZAXPI017456-23__bin.19	2867	2496	296	75	0	21	2882	2506	301	75	0	21	66.8	2421
YuJ_2015__SZAXPI015251-41__bin.30	4259	3494	466	299	0	65	4334	3544	488	302	0	67	93.9	3403
YuJ_2015__SZAXPI017451-16__bin.16	3616	3108	334	174	0	65	3640	3127	337	176	0	67	83.55	3028
YuJ_2015__SZAXPI015274-111__bin.24	4066	3559	379	128	0	65	4098	3580	390	128	0	67	95.64	3466
YuJ_2015__SZAXPI015267-102__bin.23	4140	3652	448	40	0	65	4171	3675	455	41	0	67	98.04	3553
YuJ_2015__SZAXPI015259-62__bin.58	4228	3567	497	164	0	65	4285	3606	515	164	0	67	95.83	3473
YuJ_2015__SZAXPI017582-94__bin.33	3012	2633	238	141	0	57	3083	2698	242	143	0	58	70.89	2569
YuJ_2015__SZAXPI017592-142__bin.74	2607	2225	278	104	0	55	2636	2241	287	108	0	55	59.93	2172
YuJ_2015__SZAXPI017581-93__bin.48	4227	3475	559	193	0	65	4260	3504	562	194	0	67	93.82	3400
YuJ_2015__SZAXPI017588-123__bin.40	3446	2905	398	143	0	63	3499	2947	408	144	0	63	78.12	2831
YuJ_2015__SZAXPI017595-169__bin.10	3959	3479	334	146	0	64	4004	3511	345	148	0	66	93.46	3387
YuJ_2015__SZAXPI017458-25__bin.9	4227	3637	401	189	0	65	4274	3665	417	192	0	68	97.68	3540
ZeeviD_2015__PNP_Main_145__bin.3	2621	2292	299	30	0	65	2636	2304	302	30	0	66	61.7	2236
ZeeviD_2015__PNP_DietIntervention_31__bin.27	4126	3374	505	247	0	65	4167	3410	510	247	0	67	91.09	3301
ZeeviD_2015__PNP_Main_15__bin.46	2831	2527	177	127	0	60	2850	2543	180	127	0	61	68.07	2467
ZeeviD_2015__PNP_Main_118__bin.5	3965	3430	351	184	0	65	4023	3470	366	187	0	66	92.08	3337
ZeeviD_2015__PNP_Main_17__bin.44	2913	2344	289	280	0	55	2946	2362	302	282	0	57	63.05	2285
ZeeviD_2015__PNP_Main_154__bin.11	3692	3122	382	188	0	62	3730	3149	393	188	0	63	83.91	3041
ZeeviD_2015__PNP_Main_136__bin.50	4346	3417	659	270	0	65	4417	3456	691	270	0	67	91.75	3325
ZeeviD_2015__PNP_Main_179__bin.44	3653	3166	297	190	0	63	3686	3195	300	191	0	65	85.15	3086
ZeeviD_2015__PNP_Main_214__bin.45	2532	2202	179	151	0	51	2545	2214	180	151	0	52	59.44	2154
ZeeviD_2015__PNP_Main_226__bin.27	2359	1866	280	213	0	48	2375	1880	282	213	0	49	50.25	1821
ZeeviD_2015__PNP_Main_195__bin.20	3227	2675	318	234	0	59	3258	2696	326	236	0	60	71.94	2607
ZeeviD_2015__PNP_Main_193__bin.32	3790	3111	400	279	0	64	3826	3137	408	281	0	65	83.61	3030
ZeeviD_2015__PNP_Main_221__bin.33	3594	2773	515	306	0	64	3629	2802	520	307	0	66	74.7	2707
ZeeviD_2015__PNP_Main_184__bin.79	3837	3475	237	125	0	65	3884	3514	243	127	0	67	93.46	3387
ZeeviD_2015__PNP_Main_253__bin.40	3581	3217	242	122	0	65	3618	3246	250	122	0	66	86.51	3135
ZeeviD_2015__PNP_Main_251__bin.9	4240	3475	581	184	0	65	4283	3503	596	184	0	67	93.38	3384
ZeeviD_2015__PNP_Main_285__bin.45	4173	3561	393	219	0	65	4232	3598	412	222	0	67	95.72	3469
ZeeviD_2015__PNP_Main_293__bin.2	4088	3530	393	165	0	65	4116	3546	404	166	0	67	94.95	3441
ZeeviD_2015__PNP_Main_294__bin.77	4133	3428	521	184	0	65	4190	3462	544	184	0	67	92.22	3342
ZeeviD_2015__PNP_Main_346__bin.4	2473	2001	289	183	0	39	2481	2006	292	183	0	40	53.7	1946
ZeeviD_2015__PNP_Main_319__bin.18	3516	2809	404	303	0	50	3555	2832	418	305	0	52	75.69	2743
ZeeviD_2015__PNP_Main_314__bin.13	3854	3406	368	80	0	65	3898	3445	373	80	0	66	91.56	3318
ZeeviD_2015__PNP_Main_349__bin.25	2543	2011	389	143	0	64	2561	2019	398	144	0	65	54.28	1967
ZeeviD_2015__PNP_Main_351__bin.20	3920	3464	360	96	0	65	3955	3491	367	97	0	67	92.96	3369
ZeeviD_2015__PNP_Main_403__bin.39	3103	2552	320	231	0	46	3138	2580	326	232	0	48	68.68	2489
ZeeviD_2015__PNP_Main_328__bin.25	4280	3420	545	315	0	65	4360	3488	556	316	0	73	91.8	3327
ZeeviD_2015__PNP_Main_389__bin.30	3809	3139	404	266	0	57	3842	3159	417	266	0	58	84.35	3057
ZeeviD_2015__PNP_Main_362__bin.54	4246	3639	398	209	0	63	4311	3671	430	210	0	65	97.79	3544
ZeeviD_2015__PNP_Main_437__bin.2	2898	2536	262	100	0	65	2936	2562	274	100	0	65	67.99	2464
ZeeviD_2015__PNP_Main_454__bin.74	2138	1867	241	30	0	65	2155	1878	247	30	0	66	50.61	1834
ZeeviD_2015__PNP_Main_381__bin.17	4369	3634	432	303	0	65	4435	3661	468	306	0	67	97.57	3536
ZeeviD_2015__PNP_Main_456__bin.38	2234	1947	244	43	0	65	2253	1953	256	44	0	66	52.48	1902
ZeeviD_2015__PNP_Main_439__bin.13	3178	2674	433	71	0	64	3197	2686	439	72	0	64	72.3	2620
ZeeviD_2015__PNP_Main_411__bin.13	4179	3646	397	136	0	65	4225	3671	418	136	0	67	98.01	3552
ZeeviD_2015__PNP_Main_497__bin.15	3196	2677	412	107	0	65	3210	2688	414	108	0	65	72.08	2612
ZeeviD_2015__PNP_Main_471__bin.46	3684	2917	469	298	0	60	3735	2952	482	301	0	63	78.73	2853
ZeeviD_2015__PNP_Main_563__bin.25	2967	2591	232	144	0	58	2987	2608	234	145	0	59	69.84	2531
ZeeviD_2015__PNP_Main_457__bin.13	4177	3652	365	160	0	65	4227	3686	380	161	0	67	98.1	3555
ZeeviD_2015__PNP_Main_626__bin.3	2200	1826	238	136	0	61	2211	1832	242	137	0	62	49.31	1787
ZeeviD_2015__PNP_Main_628__bin.14	2212	1884	251	77	0	65	2217	1886	254	77	0	66	50.72	1838
ZeeviD_2015__PNP_Main_56__bin.17	3973	3302	513	158	0	62	4004	3320	525	159	0	64	88.63	3212
ZeeviD_2015__PNP_Main_546__bin.5	4218	3654	440	124	0	65	4250	3675	449	126	0	67	98.12	3556
ZeeviD_2015__PNP_Main_657__bin.33	2713	2375	233	105	0	56	2725	2387	233	105	0	56	63.55	2303
ZeeviD_2015__PNP_Main_603__bin.18	4141	3566	416	159	0	65	4179	3589	431	159	0	67	95.89	3475
ZeeviD_2015__PNP_Main_680__bin.21	2514	2283	200	31	0	65	2535	2295	209	31	0	65	61.4	2225
ZeeviD_2015__PNP_Main_580__bin.10	4326	3592	514	220	0	65	4372	3612	539	221	0	67	96.5	3497
ZeeviD_2015__PNP_Main_669__bin.23	3252	2814	397	41	0	65	3275	2829	405	41	0	66	76.05	2756
ZeeviD_2015__PNP_Main_702__bin.20	3082	2610	388	84	0	32	3102	2624	394	84	0	32	69.84	2531
ZeeviD_2015__PNP_Main_677__bin.40	4233	3592	398	243	0	65	4292	3634	414	244	0	67	96.58	3500
ZeeviD_2015__PNP_Main_9__bin.26	2557	1994	337	226	0	46	2579	2011	342	226	0	47	54.17	1963
ZeeviD_2015__PNP_Main_699__bin.51	4084	3410	481	193	0	65	4140	3458	488	194	0	67	92.05	3336
ZeeviD_2015__PNP_Validation_49__bin.13	2871	2421	259	191	0	59	2903	2448	263	192	0	60	65.23	2364
ZeeviD_2015__PNP_Main_80__bin.48	4018	3281	520	217	0	64	4052	3305	530	217	0	65	88.66	3213
ZeeviD_2015__PNP_Main_82__bin.76	3335	2891	355	89	0	65	3361	2910	362	89	0	66	77.59	2812
ZeeviD_2015__PNP_Main_749__bin.9	3648	3034	427	187	0	65	3679	3051	438	190	0	65	81.93	2969
ZellerG_2014__CCIS09568613ST-4-0__bin.48	2352	2096	217	39	0	56	2364	2104	221	39	0	56	56.65	2053
ZellerG_2014__CCIS06260551ST-3-0__bin.13	3002	2368	393	241	0	61	3062	2421	398	243	0	63	63.71	2309
ZellerG_2014__CCIS05314658ST-4-0__bin.60	3405	2776	423	206	0	64	3476	2828	440	208	0	66	74.67	2706
ZellerG_2014__CCIS11019776ST-4-0__bin.27	2771	2324	313	134	0	58	2798	2344	319	135	0	58	63.05	2285
ZeeviD_2015__PNP_Validation_4__bin.26	4253	3630	415	208	0	65	4314	3673	432	209	0	67	97.63	3538
ZellerG_2014__CCIS15704761ST-4-0__bin.8	3274	2702	360	212	0	49	3313	2736	364	213	0	51	72.9	2642
ZellerG_2014__CCIS11015875ST-4-0__bin.46	4058	3641	327	90	0	65	4097	3664	331	102	0	67	97.82	3545
ZellerG_2014__CCIS34055159ST-4-0__bin.1	2166	2015	124	27	0	64	2178	2026	125	27	0	66	54.39	1971
ZellerG_2014__CCIS22958137ST-20-0__bin.68	3637	2895	521	221	0	64	3665	2915	529	221	0	68	78.31	2838
ZellerG_2014__CCIS23164343ST-4-0__bin.72	3602	3093	393	116	0	65	3649	3133	399	117	0	67	83.06	3010
ZellerG_2014__CCIS11362406ST-4-0__bin.15	3952	3557	297	98	0	65	3997	3580	319	98	0	67	95.58	3464
ZellerG_2014__CCIS16383318ST-4-0__bin.98	3902	3424	351	127	0	65	3978	3492	357	129	0	67	91.94	3332
ZellerG_2014__CCIS37250421ST-4-0__bin.1	2777	2407	200	170	0	62	2802	2430	202	170	0	63	64.85	2350
ZellerG_2014__CCIS38765456ST-20-0__bin.68	2920	2360	354	206	0	61	2960	2393	361	206	0	62	63.85	2314
ZellerG_2014__CCIS48174381ST-4-0__bin.40	2118	1731	235	152	0	36	2144	1751	240	153	0	37	46.8	1696
ZellerG_2014__CCIS36797902ST-4-0__bin.14	3706	3210	350	146	0	65	3771	3271	353	147	0	66	86.34	3129
ZellerG_2014__CCIS41288781ST-4-0__bin.20	3734	3094	501	139	0	64	3782	3134	508	140	0	66	83.31	3019
ZellerG_2014__CCIS36699628ST-4-0__bin.20	4283	3532	598	153	0	65	4347	3555	635	157	0	67	95.47	3460
ZellerG_2014__CCIS45793747ST-4-0__bin.41	3264	2808	421	35	0	65	3280	2818	427	35	0	66	75.83	2748
ZellerG_2014__CCIS46047672ST-4-0__bin.32	3604	2591	610	403	0	61	3638	2615	618	405	0	62	69.98	2536
ZellerG_2014__CCIS44743950ST-4-0__bin.47	3984	3264	524	196	0	65	4047	3313	537	197	0	70	88.16	3195
ZellerG_2014__CCIS44757994ST-4-0__bin.15	3929	3566	278	85	0	65	3971	3602	284	85	0	67	95.81	3472
ZellerG_2014__CCIS52234160ST-4-0__bin.21	3880	3197	483	200	0	65	3970	3271	498	201	0	69	85.79	3109
ZellerG_2014__CCIS62605362ST-3-0__bin.25	4003	3524	336	143	0	65	4129	3635	350	144	0	67	94.84	3437
ZellerG_2014__CCIS62794166ST-4-0__bin.18	3228	2935	174	119	0	65	3257	2955	180	122	0	65	79.17	2869
ZellerG_2014__CCIS52370277ST-4-0__bin.3	4183	3459	608	116	0	65	4212	3480	614	118	0	67	93.54	3390
ZellerG_2014__CCIS55230578ST-4-0__bin.47	4263	3596	435	232	0	64	4302	3618	450	234	0	66	96.52	3498
ZellerG_2014__CCIS83445808ST-4-0__bin.32	2472	2097	150	225	0	52	2499	2119	153	227	0	52	56.43	2045
ZellerG_2014__CCIS63448910ST-4-0__bin.4	4068	3423	504	141	0	64	4194	3523	529	142	0	66	92.66	3358
ZellerG_2014__CCIS87167916ST-4-0__bin.10	2514	2257	190	67	0	51	2525	2265	193	67	0	51	61.2	2218
ZellerG_2014__CCIS64773582ST-4-0__bin.39	3967	3221	571	175	0	64	4026	3265	585	176	0	66	87.03	3154
ZellerG_2014__CCIS88007743ST-4-0__bin.41	2743	2325	264	154	0	59	2761	2339	267	155	0	61	62.8	2276
ZellerG_2014__CCIS76845094ST-20-0__bin.12	4141	3480	493	168	0	65	4183	3505	509	169	0	67	94.09	3410
ZellerG_2014__CCIS79210440ST-3-0__bin.14	3976	3382	367	227	0	64	4021	3415	377	229	0	66	90.76	3289
ZellerG_2014__CCIS85214191ST-3-0__bin.10	4040	3407	399	234	0	65	4106	3458	413	235	0	68	91.58	3319
ZellerG_2014__CCIS81710917ST-20-0__bin.5	4383	3554	565	264	0	65	4454	3592	585	277	0	67	95.56	3463
ZellerG_2014__CCIS94496512ST-4-0__bin.8	3092	2379	428	285	0	59	3128	2405	436	287	0	59	63.88	2315
ZellerG_2014__CCIS94603952ST-4-0__bin.15	2551	2166	333	52	0	65	2560	2172	336	52	0	66	58.8	2131
ZellerG_2014__CCIS88317640ST-4-0__bin.58	4372	3532	579	261	0	65	4443	3591	591	261	0	67	94.95	3441
ZellerG_2014__CCMD13934959ST-21-0__bin.24	3649	2881	542	226	0	62	3714	2938	549	227	0	63	77.92	2824
ZellerG_2014__CCIS98512455ST-4-0__bin.25	4037	3431	498	108	0	64	4200	3573	517	110	0	66	92.77	3362
ZellerG_2014__CCIS95409808ST-4-0__bin.78	4256	3519	523	214	0	65	4279	3539	526	214	0	67	95.25	3452
ZellerG_2014__CCMD74930188ST-21-0__bin.34	2412	1970	356	86	0	65	2429	1975	367	87	0	66	53.15	1926
ZellerG_2014__CCMD63399960ST-21-0__bin.6	3868	3469	290	109	0	65	3912	3508	295	109	0	67	93.24	3379
ZellerG_2014__CCMD86707194ST-21-0__bin.45	3352	2961	254	137	0	64	3408	3013	257	138	0	65	79.72	2889
ZellerG_2014__CCMD64776337ST-21-0__bin.58	3918	3219	481	218	0	64	3997	3287	491	219	0	66	86.51	3135
ZellerG_2014__CCMD50071957ST-21-0__bin.11	4021	3495	342	184	0	65	4067	3532	349	186	0	67	93.93	3404
